33
24208,Stadion Olimpijski,Paderewskiego,0,
24206,Karłowicza,Różyckiego,1,
24204,Chopina,Różyckiego,1,
24202,Kochanowskiego,Różyckiego,2,
20826,Bujwida,pl. Grunwaldzki,2,
20820,PL. GRUNWALDZKI,Rondo Reagana,2,
20822,most Grunwaldzki,pl. Grunwaldzki,1,
20292,Urząd Wojewódzki,pl. Powstańców Warszawy,2,
10032,GALERIA DOMINIKAŃSKA,Oławska,2,
10221,Wzgórze Partyzantów,Piotra Skargi,2,
10223,DWORZEC GŁÓWNY,Kołłątaja,2,
20269,DWORZEC GŁÓWNY,Peronowa,1,
11001,DWORZEC AUTOBUSOWY,Borowska,2,
11035,Sanocka,Ślężna,3,
11231,Uniwersytet Ekonomiczny,Ślężna,1,
1,Zajezdnia GAJ,Kamienna,0
