33
10650,mosty Mieszczańskie,Mieszczańska,0,
10652,Dmowskiego,Jagiełły,1,
10452,PL. JANA PAWŁA II,Podwale,2,
10401,PL. JANA PAWŁA II,Legnicka,1,
10403,Młodych Techników,Legnicka,2,
10405,pl. Strzegomski (Muzeum Współczesne),Legnicka,1,
10407,ZACHODNIA (Stacja kolejowa),Legnicka,2,
12201,Niedźwiedzia,Legnicka,2,
12203,Małopanewska,Legnicka,1,
12205,Kwiska,Legnicka,1,
12401,DH Astra,Lotnicza,2,
12403,Park Zachodni,Lotnicza,1,
12405,Bajana,Lotnicza,1,
12407,Metalowców,Lotnicza,1,
12409,PILCZYCE,Lotnicza,0
