8
23011,KARŁOWICE,pętla,0,
20618,Trzebnicka,Trzebnicka,2,
20616,DWORZEC NADODRZE,pl. Powstańców Wielkopolskich,2,
20609,DWORZEC NADODRZE,pl. Powstańców Wielkopolskich,0,
20665,Słowiańska,Słowiańska,2,
20634,Nowowiejska,Słowiańska,2,
20626,Jedności Narodowej,Poniatowskiego,1,
20624,Na Szańcach,Poniatowskiego,1,
20622,pl. Bema,Św. Jadwigi,2,
10024,Hala Targowa,Piaskowa,2,
10026,pl. Nowy Targ,Św. Katarzyny,1,
10022,GALERIA DOMINIKAŃSKA,Św. Katarzyny,1,
10221,Wzgórze Partyzantów,Piotra Skargi,2,
10223,DWORZEC GŁÓWNY,Kołłątaja,2,
20269,DWORZEC GŁÓWNY,Peronowa,1,
11001,DWORZEC AUTOBUSOWY,Borowska,2,
21005,Joannitów,Gliniana,2,
21007,Gajowa,Gliniana,1,
21009,Prudnicka,Hubska,2,
21011,Kamienna,Bardzka,2,
21013,BARDZKA,Armii Krajowej,2,
21015,Nyska,Armii Krajowej,1,
21017,Transbud,Armii Krajowej,1,
21019,Klimasa,Tarnogajska,2,
21021,TARNOGAJ,pętla,0
