3
25014,KSIĘŻE MAŁE,pętla,0,
25012,Głubczycka,Opolska,1,
25010,Karwińska,Krakowska,1,
25008,Park Wschodni,Krakowska,1,
25006,Armii Krajowej,Krakowska,1,
25004,KRAKOWSKA (Centrum handlowe),Krakowska,1,
25002,Krakowska,Krakowska,1,
20206,Na Niskich Łąkach,Krakowska,2,
20204,pl. Zgody,Traugutta,1,
20202,pl. Wróblewskiego,Traugutta,3,
10032,GALERIA DOMINIKAŃSKA,Oławska,3,
10221,Wzgórze Partyzantów,Piotra Skargi,2,
10223,DWORZEC GŁÓWNY,Kołłątaja,2,
20269,DWORZEC GŁÓWNY,Peronowa,1,
11001,DWORZEC AUTOBUSOWY,Borowska,2,
11035,Sanocka,Ślężna,3,
11231,Uniwersytet Ekonomiczny,Ślężna,1,
1,Zajezdnia GAJ,Kamienna,0
