(17.0664,51.1092)
(17.0569,51.1124)
(17.0609,51.1162)
(17.0609,51.1162)
(17.0569,51.1124)
(17.0664,51.1092)
(17.0664,51.1092)
(17.0569,51.1124)
(17.0664,51.1092)
(17.0664,51.1092)
(17.0569,51.1124)
(17.0496,51.1086)
(17.06,51.1116)
(17.06,51.1116)
(17.06,51.1116)
(17.0496,51.1086)
(17.0496,51.1086)
(17.06,51.1116)
(17.0496,51.1086)
(17.0496,51.1086)
(17.06,51.1116)
(17.06,51.1116)
(17.0397,51.1077)
(17.0554,51.1102)
(17.0554,51.1102)
(17.0554,51.1102)
(17.0397,51.1077)
(17.0397,51.1077)
(17.0554,51.1102)
(17.0397,51.1077)
(17.0483,51.1049)
(17.0397,51.1077)
(17.05,51.1133)
(17.0554,51.1102)
(17.0554,51.1102)
(17.0397,51.1077)
(17.05,51.1133)
(17.0397,51.1077)
(17.05,51.1133)
(17.0397,51.1077)
(17.05,51.1133)
(17.032,51.1074)
(17.0496,51.1086)
(17.0496,51.1086)
(17.0496,51.1086)
(17.0373,51.1037)
(17.0373,51.1037)
(17.0373,51.1037)
(17.039,51.1104)
(17.039,51.1104)
(17.0373,51.1037)
(17.039,51.1104)
(17.0496,51.1086)
(17.032,51.1074)
(17.0483,51.1049)
(17.0373,51.1037)
(17.0483,51.1049)
(17.0373,51.1037)
(17.0483,51.1049)
(17.032,51.1074)
(17.039,51.1104)
(17.032,51.1074)
(17.039,51.1104)
(17.039,51.1104)
(17.039,51.1104)
(17.032,51.1074)
(17.0496,51.1086)
(17.039,51.1104)
(17.0373,51.1037)
(17.0373,51.1037)
(17.039,51.1104)
(17.0373,51.1037)
(17.0373,51.1037)
(17.039,51.1104)
(17.039,51.1104)
(17.032,51.1074)
(17.0483,51.1049)
(17.032,51.1074)
(17.0373,51.1037)
(17.0483,51.1049)
(17.039,51.1104)
(17.0373,51.1037)
(17.039,51.1104)
(17.0373,51.1037)
(17.0496,51.1086)
(17.0373,51.1037)
(17.0496,51.1086)
(17.0373,51.1037)
(17.0496,51.1086)
(17.0369,51.1051)
(17.039,51.1104)
(17.039,51.1104)
(17.039,51.1104)
(17.027,51.111)
(17.0397,51.1077)
(17.027,51.111)
(17.027,51.111)
(17.027,51.111)
(17.027,51.111)
(17.0321,51.1055)
(17.0369,51.1051)
(17.0397,51.1077)
(17.0266,51.1079)
(17.0397,51.1077)
(17.027,51.111)
(17.0397,51.1077)
(17.027,51.111)
(17.0397,51.1077)
(17.0369,51.1051)
(17.0321,51.1055)
(17.027,51.111)
(17.027,51.111)
(17.0397,51.1077)
(17.027,51.111)
(17.027,51.111)
(17.0369,51.1051)
(17.027,51.111)
(17.0397,51.1077)
(17.027,51.111)
(17.027,51.111)
(17.027,51.111)
(17.0397,51.1077)
(17.0205,51.1121)
(17.032,51.1074)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.032,51.1074)
(17.032,51.1074)
(17.032,51.1074)
(17.0266,51.1079)
(17.031,51.1179)
(17.031,51.1179)
(17.0266,51.1079)
(17.0205,51.1121)
(17.032,51.1074)
(17.0205,51.1121)
(17.032,51.1074)
(17.032,51.1074)
(17.032,51.1074)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.032,51.1074)
(17.0205,51.1121)
(17.0205,51.1121)
(17.032,51.1074)
(17.031,51.1179)
(17.031,51.1179)
(17.031,51.1179)
(17.031,51.1179)
(17.0266,51.1079)
(17.0266,51.1079)
(17.0205,51.1121)
(17.0266,51.1079)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0266,51.1079)
(17.0266,51.1079)
(17.0205,51.1121)
(17.032,51.1074)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.032,51.1074)
(17.0266,51.1079)
(17.0266,51.1079)
(17.0119,51.1129)
(17.027,51.111)
(17.0205,51.1121)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.027,51.111)
(17.027,51.111)
(17.0205,51.1121)
(17.0247,51.1162)
(17.0247,51.1162)
(17.0119,51.1129)
(17.027,51.111)
(17.0119,51.1129)
(17.027,51.111)
(17.0205,51.1121)
(17.0247,51.1162)
(17.027,51.111)
(17.027,51.111)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0216,51.1074)
(17.0119,51.1129)
(17.0216,51.1074)
(17.0119,51.1129)
(17.027,51.111)
(17.0119,51.1129)
(17.0119,51.1129)
(17.027,51.111)
(17.0216,51.1074)
(17.0247,51.1162)
(17.0247,51.1162)
(17.0216,51.1074)
(17.0119,51.1129)
(17.0205,51.1121)
(17.0247,51.1162)
(17.0119,51.1129)
(17.027,51.111)
(17.0205,51.1121)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0247,51.1162)
(17.0119,51.1129)
(17.027,51.111)
(17.0205,51.1121)
(17.0247,51.1162)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.027,51.111)
(17.0216,51.1074)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.0205,51.1121)
(17.007,51.1131)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.007,51.1131)
(17.0205,51.1121)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.0205,51.1121)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.0205,51.1121)
(17.0205,51.1121)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.0205,51.1121)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0027,51.1144)
(17.0119,51.1129)
(17.0027,51.1144)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0027,51.1144)
(17.0027,51.1144)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0119,51.1129)
(17.0119,51.1129)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0119,51.1129)
(16.9934,51.1215)
(17.007,51.1131)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(17.007,51.1131)
(17.007,51.1131)
(17.007,51.1131)
(17.0027,51.1144)
(17.007,51.1131)
(16.9934,51.1215)
(17.007,51.1131)
(16.9934,51.1215)
(17.007,51.1131)
(16.9934,51.1215)
(16.9934,51.1215)
(17.007,51.1131)
(17.007,51.1131)
(16.9934,51.1215)
(17.007,51.1131)
(16.9934,51.1215)
(17.007,51.1131)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(17.007,51.1131)
(17.007,51.1131)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(17.007,51.1131)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(17.0004,51.1166)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9875,51.1239)
(16.9875,51.1239)
(17.0004,51.1166)
(17.0004,51.1166)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(17.0004,51.1166)
(17.0004,51.1166)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(17.0004,51.1166)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9934,51.1215)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9934,51.1215)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9727,51.1329)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9727,51.1329)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9875,51.1239)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9875,51.1239)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9832,51.1255)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9832,51.1255)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9761,51.1281)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9761,51.1281)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9721,51.1293)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9721,51.1293)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9672,51.1307)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9505,51.1361)
(16.9672,51.1307)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9403,51.1374)
(16.9574,51.1328)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9574,51.1328)
(16.9403,51.1374)
(16.9574,51.1328)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9574,51.1328)
(16.9574,51.1328)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9403,51.1374)
(16.9574,51.1328)
(17.0247,51.1162)
(17.031,51.1179)
(17.031,51.1179)
(17.031,51.1179)
(17.031,51.1179)
(17.0205,51.1121)
(17.0249,51.1176)
(17.031,51.1179)
(17.0249,51.1176)
(17.0205,51.1121)
(17.031,51.1179)
(17.031,51.1179)
(17.0249,51.1176)
(17.0205,51.1121)
(17.031,51.1179)
(17.0249,51.1176)
(17.0205,51.1121)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0072,51.0749)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0072,51.0749)
(17.0072,51.0749)
(17.0082,51.0801)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0103,51.0837)
(17.006,51.0785)
(17.006,51.0785)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.0103,51.0837)
(17.006,51.0785)
(17.006,51.0785)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0103,51.0837)
(17.006,51.0785)
(17.006,51.0785)
(17.0103,51.0837)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.006,51.0785)
(17.0103,51.0837)
(17.0072,51.0749)
(17.0072,51.0749)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0072,51.0749)
(17.0103,51.0837)
(17.0072,51.0749)
(17.0103,51.0837)
(17.0072,51.0749)
(17.0072,51.0749)
(17.0072,51.0749)
(17.0103,51.0837)
(17.0072,51.0749)
(17.0072,51.0749)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0117,51.086)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0082,51.0801)
(17.0082,51.0801)
(17.0117,51.086)
(17.0117,51.086)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0067,51.088)
(17.0103,51.0837)
(17.0067,51.088)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0067,51.088)
(17.0067,51.088)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0067,51.088)
(17.0142,51.0882)
(17.0067,51.088)
(17.0067,51.088)
(17.0067,51.088)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0067,51.088)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0103,51.0837)
(17.0103,51.0837)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0117,51.086)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0117,51.086)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0117,51.086)
(17.0117,51.086)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0117,51.086)
(17.0117,51.086)
(17.0171,51.0907)
(17.0117,51.086)
(17.0117,51.086)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0142,51.0882)
(17.0142,51.0882)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0171,51.0907)
(17.0171,51.0907)
(17.0252,51.0975)
(17.0252,51.0975)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.0206,51.0937)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.0206,51.0937)
(17.029,51.1009)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.029,51.1009)
(17.0206,51.0937)
(17.0206,51.0937)
(17.029,51.1009)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.0206,51.0937)
(17.0206,51.0937)
(17.029,51.1009)
(17.0206,51.0937)
(17.0206,51.0937)
(17.029,51.1009)
(17.029,51.1009)
(17.0353,51.1)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0216,51.1044)
(17.0328,51.0975)
(17.0353,51.1)
(17.0216,51.1044)
(17.0328,51.0975)
(17.0216,51.1044)
(17.0216,51.1044)
(17.0328,51.0975)
(17.0216,51.1044)
(17.0216,51.1044)
(17.0328,51.0975)
(17.0306,51.1037)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0328,51.0975)
(17.0216,51.1044)
(17.0252,51.0975)
(17.0328,51.0975)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0353,51.1)
(17.0216,51.1044)
(17.0216,51.1044)
(17.0353,51.1)
(17.0216,51.1044)
(17.0252,51.0975)
(17.0353,51.1)
(17.0353,51.1)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0328,51.0975)
(17.0216,51.1044)
(17.0328,51.0975)
(17.0328,51.0975)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0328,51.0975)
(17.0306,51.1037)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0353,51.1)
(17.0353,51.1)
(17.0252,51.0975)
(17.0353,51.1)
(17.0252,51.0975)
(17.0353,51.1)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0252,51.0975)
(17.0252,51.0975)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0306,51.1037)
(17.0373,51.1037)
(17.0373,51.1037)
(17.0373,51.1037)
(17.0373,51.1037)
(17.029,51.1009)
(17.0353,51.1)
(17.0328,51.0975)
(17.0353,51.1)
(17.0328,51.0975)
(17.0353,51.1)
(17.0328,51.0975)
(17.0373,51.1037)
(17.0373,51.1037)
(17.0353,51.1)
(17.0328,51.0975)
(17.0373,51.1037)
