32
11216,KRZYKI,Karkonoska,0,
11214,Orla,Powstańców Śl.,2,
11212,Jastrzębia,Powstańców Śl.,2,
11210,HALLERA,Powstańców Śl.,1,
11208,Sztabowa,Powstańców Śl.,1,
11206,Rondo,Powstańców Śl.,1,
11204,Wielka,Powstańców Śl.,1,
11202,Zaolziańska,Powstańców Śl.,1,
10234,Arkady (Capitol),Świdnicka,2,
11001,DWORZEC AUTOBUSOWY,Borowska,3,
21005,Joannitów,Gliniana,2,
21007,Gajowa,Gliniana,1,
21009,Prudnicka,Hubska,2,
21011,Kamienna,Bardzka,2,
21023,BARDZKA,Bardzka,2,
21025,Krynicka,Bardzka,1,
21027,Morwowa,Świeradowska,2,
21029,Świeradowska,Świeradowska,1,
21037,GAJ,Świeradowska,0
